Age,Attrition,BusinessTravel,Department,EmployeeNumber,Gender,HourlyRate,JobInvolvement,JobLevel,JobRole,JobSatisfaction
27,Yes,Travel_Frequently,Software,46831,Male,63,4,3,Human Resources,2
28,Yes,Travel_Frequently,Hardware,46832,Male,126,2,3,Manufacturing Director,4
26,Yes,Non-Travel,Human Resources,46833,Male,160,2,5,Sales Executive,1
39,Yes,Non-Travel,Sales,46834,Female,124,4,2,Developer,3
60,Yes,Travel_Rarely,Software,46835,Female,146,4,3,Research Director,2
57,Yes,Travel_Rarely,Human Resources,46836,Female,67,2,5,Developer,2
27,No,Non-Travel,Support,46837,Male,190,2,4,Healthcare Representative,1
47,No,Travel_Frequently,Software,46838,Male,51,2,5,Manager,2
38,No,Non-Travel,Software,46839,Female,189,1,5,Research Scientist,1
34,No,Travel_Rarely,Research & Development,46840,Male,196,2,3,Sales Representative,4
31,No,Travel_Frequently,Research & Development,46841,Male,52,2,5,Manager,4
22,No,Travel_Frequently,Human Resources,46842,Male,178,2,5,Research Scientist,2
22,No,Non-Travel,Software,46843,Female,118,4,3,Sales Representative,1
53,Yes,Travel_Rarely,Support,46844,Male,157,3,2,Manufacturing Director,3
45,No,Travel_Rarely,Hardware,46845,Male,164,1,2,Manager,3
54,Yes,Travel_Frequently,Sales,46846,Male,98,1,2,Sales Representative,3
22,No,Non-Travel,Support,46847,Female,122,3,2,Human Resources,2
30,No,Travel_Frequently,Support,46848,Male,154,3,2,Research Director,1
18,No,Travel_Rarely,Support,46849,Female,179,4,2,Healthcare Representative,2
29,Yes,Non-Travel,Support,46850,Male,189,4,3,Manufacturing Director,3
29,No,Non-Travel,Software,46851,Female,61,1,5,Research Scientist,4
50,Yes,Travel_Rarely,Software,46852,Female,181,1,2,Healthcare Representative,2
29,No,Non-Travel,Hardware,46853,Male,39,4,1,Sales Executive,2
23,No,Travel_Rarely,Research & Development,46854,Female,186,2,4,Research Director,2
55,Yes,Travel_Rarely,Hardware,46855,Female,119,1,4,Manufacturing Director,2
41,Yes,Non-Travel,Human Resources,46856,Male,144,4,1,Research Scientist,3
48,No,Travel_Rarely,Hardware,46857,Female,53,1,3,Sales Executive,1
26,No,Travel_Frequently,Research & Development,46858,Male,179,4,1,Sales Representative,1
54,No,Non-Travel,Research & Development,46859,Male,126,1,3,Human Resources,4
53,No,Travel_Rarely,Sales,46860,Female,35,3,3,Laboratory Technician,1
18,No,Travel_Rarely,Research & Development,46861,Female,151,3,1,Research Scientist,2
56,Yes,Non-Travel,Human Resources,46862,Female,120,4,4,Sales Executive,2
23,Yes,Non-Travel,Sales,46863,Female,121,2,4,Human Resources,1
42,No,Travel_Rarely,Software,46864,Male,135,1,3,Human Resources,3
26,No,Non-Travel,Software,46865,Male,45,4,2,Research Scientist,4
31,No,Travel_Frequently,Hardware,46866,Male,57,1,1,Human Resources,3
37,Yes,Non-Travel,Human Resources,46867,Female,105,2,4,Developer,4
45,No,Non-Travel,Sales,46868,Male,77,4,3,Sales Representative,4
58,No,Non-Travel,Sales,46869,Male,113,1,5,Manufacturing Director,3
38,No,Travel_Rarely,Hardware,46870,Female,62,3,5,Research Director,4
25,No,Non-Travel,Hardware,46871,Male,177,4,5,Developer,4
22,No,Travel_Rarely,Sales,46872,Male,169,1,4,Laboratory Technician,4
25,No,Non-Travel,Research & Development,46873,Male,102,2,3,Human Resources,4
50,No,Travel_Frequently,Support,46874,Male,43,2,2,Sales Representative,3
38,No,Travel_Frequently,Research & Development,46875,Male,200,2,4,Laboratory Technician,3
58,No,Non-Travel,Research & Development,46876,Male,188,1,1,Research Scientist,2
51,No,Travel_Frequently,Hardware,46877,Female,98,2,3,Sales Executive,2
46,Yes,Non-Travel,Software,46878,Female,100,2,5,Laboratory Technician,4
54,Yes,Travel_Frequently,Research & Development,46879,Female,191,1,2,Healthcare Representative,3
50,Yes,Non-Travel,Support,46880,Female,111,4,4,Research Scientist,1
48,No,Non-Travel,Software,46881,Male,173,3,3,Research Director,1
53,No,Travel_Frequently,Sales,46882,Female,74,2,5,Research Director,3
44,Yes,Non-Travel,Human Resources,46883,Male,78,4,3,Sales Representative,2
19,No,Travel_Frequently,Sales,46884,Male,195,1,2,Manufacturing Director,3
31,No,Non-Travel,Human Resources,46885,Female,67,1,5,Human Resources,4
26,Yes,Non-Travel,Sales,46886,Male,165,4,2,Human Resources,4
18,Yes,Non-Travel,Hardware,46887,Male,174,4,3,Developer,2
34,No,Travel_Rarely,Human Resources,46888,Female,76,4,2,Research Scientist,3
51,Yes,Travel_Frequently,Software,46889,Female,122,4,3,Manager,1
42,No,Travel_Frequently,Sales,46890,Male,54,2,2,Healthcare Representative,3
29,Yes,Travel_Rarely,Human Resources,46891,Female,160,3,4,Laboratory Technician,4
29,No,Travel_Frequently,Sales,46892,Female,134,3,1,Research Scientist,4
19,No,Non-Travel,Human Resources,46893,Male,196,4,3,Manufacturing Director,3
30,Yes,Travel_Frequently,Sales,46894,Female,116,1,2,Manager,1
19,Yes,Travel_Rarely,Software,46895,Male,163,2,3,Research Scientist,1
50,No,Non-Travel,Hardware,46896,Female,168,3,2,Research Scientist,1
49,No,Travel_Rarely,Research & Development,46897,Male,162,2,2,Manufacturing Director,2
28,No,Travel_Frequently,Research & Development,46898,Female,117,1,2,Healthcare Representative,4
23,No,Travel_Rarely,Human Resources,46899,Male,163,2,4,Manufacturing Director,1
45,Yes,Travel_Rarely,Software,46900,Female,160,3,2,Research Director,3
42,Yes,Travel_Rarely,Hardware,46901,Female,111,4,2,Manufacturing Director,1
21,Yes,Non-Travel,Software,46902,Female,168,3,3,Research Director,1
31,No,Travel_Rarely,Sales,46903,Male,133,3,4,Sales Representative,4
56,No,Travel_Frequently,Research & Development,46904,Female,58,3,1,Research Director,1
54,Yes,Travel_Rarely,Support,46905,Female,78,1,4,Manager,4
49,No,Travel_Rarely,Human Resources,46906,Female,194,4,2,Research Director,2
45,No,Non-Travel,Software,46907,Female,42,2,5,Healthcare Representative,3
24,Yes,Travel_Rarely,Software,46908,Male,119,4,1,Manager,4
26,No,Travel_Frequently,Sales,46909,Female,163,2,2,Healthcare Representative,1
24,No,Travel_Frequently,Sales,46910,Male,120,3,1,Sales Representative,1
50,Yes,Travel_Frequently,Sales,46911,Male,82,4,2,Sales Executive,2
48,No,Travel_Frequently,Sales,46912,Female,91,1,5,Research Director,4
49,No,Non-Travel,Hardware,46913,Male,171,2,4,Sales Executive,1
27,Yes,Non-Travel,Support,46914,Female,104,3,4,Research Director,3
42,Yes,Non-Travel,Software,46915,Female,74,4,2,Laboratory Technician,2
37,Yes,Travel_Frequently,Sales,46916,Male,152,3,5,Research Scientist,1
30,Yes,Non-Travel,Sales,46917,Male,155,2,3,Human Resources,1
21,No,Travel_Rarely,Software,46918,Female,129,1,3,Research Scientist,3
29,No,Travel_Frequently,Software,46919,Male,119,4,1,Research Director,4
34,Yes,Non-Travel,Hardware,46920,Male,178,1,1,Developer,2
58,Yes,Travel_Frequently,Human Resources,46921,Female,148,4,3,Research Director,4
41,No,Travel_Rarely,Support,46922,Male,148,2,3,Manufacturing Director,1
34,No,Travel_Frequently,Human Resources,46923,Female,92,1,4,Research Director,3
26,No,Travel_Rarely,Research & Development,46924,Male,88,3,3,Research Director,3
56,No,Travel_Rarely,Sales,46925,Female,103,4,1,Research Scientist,1
55,No,Travel_Rarely,Research & Development,46926,Female,107,3,1,Manager,3
30,Yes,Travel_Frequently,Software,46927,Male,34,3,4,Laboratory Technician,1
18,Yes,Travel_Frequently,Sales,46928,Male,50,1,3,Sales Executive,4
35,No,Travel_Rarely,Human Resources,46929,Male,58,1,1,Manufacturing Director,4
49,Yes,Travel_Rarely,Human Resources,46930,Male,170,3,3,Sales Representative,2
53,No,Travel_Frequently,Hardware,46931,Male,79,1,3,Developer,4
46,Yes,Non-Travel,Hardware,46932,Female,53,3,4,Healthcare Representative,3
26,Yes,Non-Travel,Software,46933,Female,155,1,5,Sales Representative,4
38,Yes,Travel_Rarely,Software,46934,Female,149,1,5,Research Scientist,2
29,Yes,Travel_Frequently,Human Resources,46935,Female,71,3,1,Developer,4
57,Yes,Travel_Frequently,Hardware,46936,Female,30,4,1,Developer,3
57,Yes,Travel_Rarely,Sales,46937,Female,39,2,4,Manufacturing Director,4
41,No,Non-Travel,Support,46938,Male,156,3,4,Healthcare Representative,3
37,No,Travel_Frequently,Software,46939,Female,87,4,2,Laboratory Technician,2
26,Yes,Travel_Rarely,Software,46940,Male,31,1,4,Research Director,4
18,No,Non-Travel,Hardware,46941,Female,162,1,5,Research Scientist,3
30,No,Travel_Frequently,Research & Development,46942,Male,111,4,2,Healthcare Representative,1
26,No,Travel_Frequently,Sales,46943,Male,151,3,2,Research Scientist,4
32,Yes,Non-Travel,Research & Development,46944,Female,88,1,3,Healthcare Representative,2
47,No,Non-Travel,Human Resources,46945,Male,63,2,3,Developer,2
58,No,Non-Travel,Hardware,46946,Female,148,1,4,Manager,3
18,Yes,Non-Travel,Human Resources,46947,Male,149,1,5,Research Scientist,1
49,No,Travel_Rarely,Software,46948,Female,129,1,5,Manufacturing Director,4
30,Yes,Travel_Frequently,Human Resources,46949,Female,107,2,2,Laboratory Technician,1
49,No,Travel_Rarely,Support,46950,Male,31,2,1,Sales Executive,3
18,Yes,Travel_Rarely,Sales,46951,Female,139,3,1,Laboratory Technician,3
50,No,Non-Travel,Software,46952,Male,103,4,1,Manufacturing Director,2
53,No,Travel_Rarely,Support,46953,Male,188,4,5,Manager,3
41,No,Non-Travel,Software,46954,Female,158,4,5,Manufacturing Director,2
20,Yes,Travel_Rarely,Human Resources,46955,Female,192,3,2,Manufacturing Director,2
30,Yes,Non-Travel,Sales,46956,Male,148,4,1,Healthcare Representative,2
47,Yes,Travel_Frequently,Research & Development,46957,Male,187,1,3,Research Director,1
42,Yes,Non-Travel,Software,46958,Male,44,1,4,Human Resources,2
28,No,Travel_Frequently,Sales,46959,Male,93,4,2,Manager,4
42,No,Travel_Frequently,Support,46960,Male,118,3,1,Manager,2
52,Yes,Travel_Rarely,Support,46961,Female,131,1,5,Developer,1
29,Yes,Travel_Frequently,Software,46962,Female,85,4,5,Research Director,3
37,Yes,Travel_Rarely,Sales,46963,Male,125,4,5,Research Director,2
35,No,Non-Travel,Software,46964,Female,178,1,5,Research Scientist,4
55,No,Non-Travel,Research & Development,46965,Female,49,2,5,Healthcare Representative,3
44,No,Non-Travel,Software,46966,Male,130,4,5,Healthcare Representative,1
34,No,Travel_Frequently,Research & Development,46967,Female,178,1,5,Research Scientist,1
36,Yes,Travel_Rarely,Software,46968,Male,78,4,5,Human Resources,3
60,No,Travel_Rarely,Sales,46969,Male,44,1,2,Developer,2
45,Yes,Travel_Frequently,Sales,46970,Female,137,3,4,Human Resources,4
49,No,Non-Travel,Hardware,46971,Male,96,1,2,Sales Representative,2
51,No,Travel_Frequently,Research & Development,46972,Male,173,2,5,Laboratory Technician,3
30,No,Non-Travel,Hardware,46973,Female,68,2,2,Manufacturing Director,4
20,No,Non-Travel,Support,46974,Male,196,2,4,Laboratory Technician,2
38,Yes,Travel_Rarely,Research & Development,46975,Male,74,2,1,Laboratory Technician,4
55,Yes,Travel_Rarely,Sales,46976,Female,96,2,1,Research Scientist,3
25,Yes,Non-Travel,Research & Development,46977,Male,77,2,2,Manufacturing Director,4
35,Yes,Non-Travel,Sales,46978,Female,70,3,4,Research Scientist,2
50,Yes,Travel_Rarely,Hardware,46979,Female,63,1,3,Research Scientist,3
45,Yes,Travel_Frequently,Hardware,46980,Female,38,4,5,Laboratory Technician,4
37,No,Non-Travel,Support,46981,Female,65,2,1,Laboratory Technician,3
23,Yes,Travel_Rarely,Support,46982,Female,163,1,2,Laboratory Technician,4
42,No,Travel_Frequently,Human Resources,46983,Female,81,1,3,Developer,4
49,Yes,Non-Travel,Software,46984,Male,189,4,5,Manufacturing Director,1
60,No,Travel_Rarely,Sales,46985,Male,129,4,3,Manager,4
21,No,Travel_Frequently,Research & Development,46986,Male,120,4,1,Sales Representative,2
24,No,Travel_Rarely,Sales,46987,Male,49,4,3,Developer,3
29,Yes,Travel_Rarely,Hardware,46988,Male,52,4,5,Manager,2
39,No,Travel_Rarely,Research & Development,46989,Male,79,4,3,Manager,2
34,Yes,Non-Travel,Support,46990,Female,50,4,2,Human Resources,2
27,Yes,Travel_Frequently,Research & Development,46991,Female,183,4,1,Manager,3
46,No,Non-Travel,Hardware,46992,Male,194,1,3,Manufacturing Director,1
39,No,Travel_Frequently,Research & Development,46993,Female,101,1,3,Research Director,3
31,No,Travel_Rarely,Research & Development,46994,Female,67,1,2,Research Director,3
52,No,Travel_Rarely,Research & Development,46995,Male,61,3,5,Research Director,3
44,Yes,Travel_Rarely,Software,46996,Female,103,2,1,Laboratory Technician,2
50,Yes,Travel_Rarely,Software,46997,Male,108,3,2,Developer,1
38,Yes,Travel_Rarely,Human Resources,46998,Female,60,3,4,Healthcare Representative,2
18,Yes,Travel_Frequently,Human Resources,46999,Female,129,3,1,Research Director,2
46,No,Non-Travel,Hardware,47000,Female,199,1,4,Sales Executive,3
45,Yes,Travel_Frequently,Software,47001,Male,152,1,5,Research Scientist,4
38,No,Travel_Rarely,Research & Development,47002,Male,175,3,2,Sales Executive,1
31,Yes,Non-Travel,Human Resources,47003,Male,170,3,2,Healthcare Representative,2
44,Yes,Non-Travel,Hardware,47004,Male,115,3,5,Laboratory Technician,3
24,No,Travel_Frequently,Support,47005,Male,196,2,4,Research Scientist,2
36,Yes,Non-Travel,Human Resources,47006,Female,155,3,1,Research Director,2
60,No,Non-Travel,Research & Development,47007,Male,37,3,3,Research Director,4
41,No,Non-Travel,Research & Development,47008,Female,111,3,3,Manager,3
50,Yes,Travel_Rarely,Human Resources,47009,Male,102,3,2,Research Director,1
23,Yes,Non-Travel,Research & Development,47010,Female,80,1,5,Research Director,2
46,Yes,Travel_Rarely,Hardware,47011,Male,89,3,3,Laboratory Technician,1
53,Yes,Travel_Rarely,Software,47012,Male,128,3,1,Research Scientist,4
52,No,Travel_Frequently,Sales,47013,Male,175,1,2,Research Scientist,4
27,Yes,Non-Travel,Research & Development,47014,Female,136,4,3,Manufacturing Director,3
31,No,Travel_Rarely,Human Resources,47015,Female,132,4,5,Manufacturing Director,2
39,Yes,Non-Travel,Sales,47016,Male,86,3,2,Sales Representative,1
19,No,Travel_Frequently,Sales,47017,Female,32,3,3,Manufacturing Director,4
43,No,Non-Travel,Software,47018,Female,72,4,2,Manufacturing Director,1
38,Yes,Non-Travel,Human Resources,47019,Female,108,4,5,Manager,4
56,No,Non-Travel,Sales,47020,Female,51,3,2,Manufacturing Director,2
36,Yes,Non-Travel,Software,47021,Male,94,4,2,Manager,1
30,No,Non-Travel,Sales,47022,Female,77,2,3,Manufacturing Director,1
43,No,Travel_Rarely,Human Resources,47023,Female,151,1,5,Sales Representative,2
38,No,Travel_Rarely,Research & Development,47024,Female,103,1,4,Manufacturing Director,3
23,Yes,Travel_Frequently,Research & Development,47025,Female,196,1,2,Healthcare Representative,3
32,Yes,Travel_Rarely,Support,47026,Female,156,4,5,Sales Representative,3
48,No,Non-Travel,Human Resources,47027,Male,159,4,5,Research Director,4
60,Yes,Travel_Frequently,Human Resources,47028,Female,80,4,2,Sales Executive,4
55,Yes,Travel_Rarely,Software,47029,Male,134,4,2,Healthcare Representative,4
20,No,Travel_Frequently,Sales,47030,Male,64,2,4,Manager,2
37,Yes,Non-Travel,Support,47031,Male,111,3,2,Laboratory Technician,1
51,No,Travel_Rarely,Software,47032,Female,43,2,4,Sales Representative,4
39,Yes,Travel_Frequently,Research & Development,47033,Male,78,3,3,Sales Representative,2
40,No,Travel_Frequently,Research & Development,47034,Female,136,2,2,Research Scientist,4
21,Yes,Travel_Frequently,Software,47035,Male,68,3,2,Human Resources,1
36,No,Travel_Rarely,Support,47036,Female,105,1,1,Research Scientist,2
47,Yes,Non-Travel,Sales,47037,Male,177,4,1,Developer,2
32,No,Travel_Frequently,Research & Development,47038,Male,111,1,5,Manufacturing Director,3
20,Yes,Travel_Rarely,Research & Development,47039,Male,56,1,2,Research Scientist,2
42,Yes,Travel_Frequently,Hardware,47040,Female,126,1,4,Sales Representative,4
20,Yes,Travel_Frequently,Software,47041,Female,196,4,2,Sales Executive,2
42,No,Non-Travel,Sales,47042,Female,44,3,1,Manufacturing Director,3
42,Yes,Travel_Rarely,Hardware,47043,Male,157,3,1,Manager,2
20,Yes,Travel_Frequently,Research & Development,47044,Male,139,1,2,Healthcare Representative,1
38,Yes,Non-Travel,Hardware,47045,Female,67,4,3,Sales Executive,1
60,Yes,Travel_Rarely,Hardware,47046,Male,73,2,3,Human Resources,2
42,Yes,Non-Travel,Sales,47047,Male,135,3,4,Human Resources,4
30,Yes,Travel_Frequently,Hardware,47048,Female,133,4,1,Research Scientist,4
42,Yes,Travel_Frequently,Sales,47049,Female,126,2,2,Human Resources,1
42,No,Travel_Frequently,Support,47050,Female,52,4,3,Healthcare Representative,1
56,Yes,Non-Travel,Support,47051,Female,128,3,4,Research Scientist,2
53,No,Travel_Frequently,Software,47052,Female,54,3,3,Laboratory Technician,2
42,No,Non-Travel,Human Resources,47053,Male,35,2,4,Sales Executive,2
27,Yes,Non-Travel,Support,47054,Female,78,3,5,Research Director,2
47,No,Travel_Rarely,Research & Development,47055,Female,182,3,4,Manufacturing Director,2
28,Yes,Non-Travel,Research & Development,47056,Male,181,1,2,Manufacturing Director,1
28,No,Non-Travel,Support,47057,Female,132,1,2,Developer,4
52,Yes,Travel_Frequently,Support,47058,Male,47,1,3,Research Director,3
21,No,Non-Travel,Software,47059,Male,179,4,2,Developer,1
29,No,Travel_Frequently,Research & Development,47060,Female,187,1,5,Developer,3
33,Yes,Non-Travel,Support,47061,Female,100,3,3,Research Scientist,3
29,No,Travel_Rarely,Human Resources,47062,Male,93,4,4,Healthcare Representative,1
22,No,Travel_Rarely,Research & Development,47063,Male,140,1,3,Sales Executive,1
20,Yes,Travel_Rarely,Software,47064,Male,120,3,2,Manufacturing Director,1
22,No,Travel_Frequently,Support,47065,Male,54,3,2,Sales Executive,2
29,No,Travel_Frequently,Support,47066,Female,58,4,4,Laboratory Technician,4
55,No,Non-Travel,Support,47067,Male,64,1,1,Sales Representative,3
58,Yes,Travel_Frequently,Hardware,47068,Female,55,3,4,Manufacturing Director,3
59,Yes,Travel_Rarely,Software,47069,Male,156,4,4,Research Director,2
52,Yes,Travel_Frequently,Support,47070,Female,187,3,3,Research Director,1
18,No,Non-Travel,Software,47071,Male,147,3,2,Human Resources,1
24,No,Travel_Frequently,Software,47072,Female,137,1,5,Sales Executive,2
45,Yes,Travel_Rarely,Hardware,47073,Female,76,4,3,Human Resources,1
26,No,Non-Travel,Hardware,47074,Female,170,2,2,Research Scientist,3
32,Yes,Non-Travel,Research & Development,47075,Female,197,2,5,Human Resources,3
19,Yes,Travel_Rarely,Human Resources,47076,Male,149,4,2,Healthcare Representative,2
41,No,Travel_Rarely,Support,47077,Female,57,1,2,Laboratory Technician,3
35,Yes,Travel_Rarely,Sales,47078,Male,97,3,2,Healthcare Representative,2
47,No,Travel_Frequently,Research & Development,47079,Female,108,2,1,Developer,4
32,Yes,Travel_Frequently,Support,47080,Female,153,4,1,Sales Representative,2
25,Yes,Non-Travel,Sales,47081,Female,127,4,3,Research Director,3
37,Yes,Travel_Rarely,Support,47082,Female,95,1,3,Sales Executive,3
28,Yes,Travel_Frequently,Software,47083,Female,38,3,2,Sales Representative,3
53,Yes,Travel_Frequently,Hardware,47084,Female,141,2,3,Manager,1
18,Yes,Travel_Rarely,Software,47085,Female,45,4,2,Laboratory Technician,4
25,No,Travel_Frequently,Software,47086,Female,175,2,5,Research Director,4
54,Yes,Non-Travel,Software,47087,Male,123,4,1,Research Scientist,3
26,Yes,Travel_Rarely,Human Resources,47088,Male,80,3,1,Laboratory Technician,2
37,Yes,Travel_Rarely,Software,47089,Male,141,1,4,Research Director,1
25,Yes,Travel_Frequently,Support,47090,Male,118,3,1,Sales Executive,2
47,Yes,Travel_Frequently,Support,47091,Male,52,3,3,Research Scientist,2
23,No,Travel_Frequently,Human Resources,47092,Female,164,1,2,Research Scientist,1
31,No,Travel_Rarely,Software,47093,Female,150,4,5,Laboratory Technician,1
23,No,Travel_Rarely,Support,47094,Female,100,1,1,Sales Representative,2
29,Yes,Non-Travel,Hardware,47095,Female,61,4,3,Research Director,4
47,Yes,Non-Travel,Software,47096,Female,81,2,2,Developer,3
22,No,Travel_Frequently,Hardware,47097,Male,138,4,1,Laboratory Technician,3
25,No,Travel_Frequently,Human Resources,47098,Female,148,4,2,Healthcare Representative,4
39,No,Travel_Frequently,Research & Development,47099,Female,86,1,4,Human Resources,2
54,Yes,Non-Travel,Hardware,47100,Male,44,3,4,Research Scientist,1
21,No,Non-Travel,Research & Development,47101,Male,106,2,2,Developer,3
49,No,Travel_Frequently,Software,47102,Female,164,1,2,Manager,3
27,Yes,Travel_Frequently,Software,47103,Male,155,4,3,Manufacturing Director,3
40,Yes,Non-Travel,Human Resources,47104,Male,138,2,2,Human Resources,4
23,No,Travel_Frequently,Support,47105,Male,143,1,1,Developer,1
37,No,Travel_Rarely,Hardware,47106,Male,153,4,4,Research Scientist,2
51,Yes,Travel_Frequently,Support,47107,Female,141,4,1,Research Scientist,2
39,Yes,Travel_Frequently,Hardware,47108,Male,69,3,5,Manager,4
23,Yes,Travel_Rarely,Support,47109,Male,118,2,3,Sales Executive,1
36,Yes,Non-Travel,Human Resources,47110,Female,159,3,5,Research Director,2
60,No,Non-Travel,Software,47111,Male,66,3,2,Research Scientist,3
54,No,Travel_Frequently,Support,47112,Male,140,4,4,Research Scientist,4
37,No,Non-Travel,Sales,47113,Male,95,2,3,Sales Representative,4
49,No,Travel_Frequently,Hardware,47114,Male,70,3,3,Manufacturing Director,3
33,No,Non-Travel,Hardware,47115,Male,113,1,5,Sales Executive,1
43,Yes,Non-Travel,Research & Development,47116,Male,51,3,4,Sales Representative,1
54,No,Travel_Rarely,Human Resources,47117,Male,99,4,3,Manufacturing Director,3
22,No,Travel_Frequently,Research & Development,47118,Female,148,3,4,Developer,2
36,Yes,Travel_Rarely,Human Resources,47119,Male,160,3,1,Manager,1
41,No,Non-Travel,Human Resources,47120,Male,139,2,3,Developer,3
34,No,Travel_Frequently,Hardware,47121,Female,109,1,2,Research Director,1
58,No,Travel_Frequently,Sales,47122,Female,66,2,4,Manager,2
36,No,Non-Travel,Research & Development,47123,Male,49,2,4,Manufacturing Director,4
32,Yes,Non-Travel,Sales,47124,Male,90,2,3,Research Scientist,1
52,Yes,Non-Travel,Support,47125,Male,87,2,4,Developer,2
42,No,Travel_Rarely,Software,47126,Female,35,4,1,Human Resources,4
31,Yes,Travel_Frequently,Software,47127,Male,61,2,2,Research Director,4
55,No,Travel_Rarely,Support,47128,Male,93,2,4,Manufacturing Director,1
20,Yes,Non-Travel,Human Resources,47129,Female,47,3,2,Human Resources,3
48,Yes,Travel_Frequently,Software,47130,Female,103,2,3,Human Resources,2
53,No,Non-Travel,Sales,47131,Female,67,2,4,Healthcare Representative,4
57,No,Travel_Rarely,Human Resources,47132,Female,151,4,3,Developer,2
25,No,Travel_Frequently,Human Resources,47133,Female,171,2,3,Sales Representative,2
24,No,Non-Travel,Human Resources,47134,Male,165,3,5,Laboratory Technician,2
60,No,Non-Travel,Sales,47135,Female,97,3,5,Research Scientist,3
56,No,Travel_Rarely,Human Resources,47136,Female,124,1,2,Human Resources,2
23,Yes,Travel_Frequently,Software,47137,Male,113,1,1,Developer,3
54,No,Non-Travel,Research & Development,47138,Male,31,3,5,Healthcare Representative,1
50,Yes,Travel_Rarely,Hardware,47139,Female,89,4,5,Manager,1
23,No,Non-Travel,Support,47140,Female,150,3,2,Developer,1
31,No,Travel_Frequently,Support,47141,Male,53,1,3,Manager,2
20,Yes,Travel_Frequently,Support,47142,Female,41,4,2,Laboratory Technician,1
54,Yes,Travel_Frequently,Human Resources,47143,Male,196,4,1,Human Resources,2
19,Yes,Travel_Rarely,Research & Development,47144,Male,89,3,5,Laboratory Technician,1
18,No,Travel_Frequently,Human Resources,47145,Female,87,3,2,Manufacturing Director,2
56,No,Travel_Frequently,Sales,47146,Female,185,1,2,Manufacturing Director,2
22,No,Travel_Rarely,Hardware,47147,Female,110,1,5,Manufacturing Director,2
55,No,Travel_Rarely,Hardware,47148,Male,35,3,1,Human Resources,4
25,No,Travel_Frequently,Support,47149,Female,169,3,2,Research Director,2
60,No,Travel_Frequently,Hardware,47150,Female,122,1,2,Developer,3
50,Yes,Travel_Frequently,Hardware,47151,Female,139,4,3,Developer,4
39,Yes,Travel_Frequently,Research & Development,47152,Female,179,4,4,Research Scientist,3
42,No,Travel_Frequently,Human Resources,47153,Male,96,1,3,Manager,4
42,No,Non-Travel,Human Resources,47154,Male,98,1,2,Healthcare Representative,3
22,Yes,Travel_Frequently,Software,47155,Female,102,3,3,Manager,3
42,Yes,Travel_Rarely,Hardware,47156,Female,46,1,4,Research Scientist,4
57,Yes,Non-Travel,Sales,47157,Female,56,3,4,Manager,1
43,No,Travel_Frequently,Hardware,47158,Female,193,4,2,Manager,4
42,No,Travel_Rarely,Research & Development,47159,Female,155,3,2,Manager,4
54,Yes,Travel_Rarely,Human Resources,47160,Female,150,4,4,Healthcare Representative,4
43,Yes,Travel_Frequently,Hardware,47161,Female,181,2,5,Manager,2
32,No,Non-Travel,Hardware,47162,Female,130,4,5,Healthcare Representative,3
48,Yes,Travel_Frequently,Software,47163,Male,107,4,2,Manufacturing Director,4
52,No,Travel_Frequently,Sales,47164,Male,116,1,2,Developer,3
30,No,Non-Travel,Hardware,47165,Male,153,4,5,Research Scientist,2
60,No,Non-Travel,Human Resources,47166,Female,142,3,5,Manager,4
48,Yes,Non-Travel,Hardware,47167,Male,159,2,5,Research Director,2
39,Yes,Non-Travel,Research & Development,47168,Male,90,2,4,Research Director,2
25,No,Non-Travel,Research & Development,47169,Male,45,1,4,Research Director,2
52,No,Travel_Frequently,Hardware,47170,Male,184,4,1,Laboratory Technician,4
22,Yes,Non-Travel,Support,47171,Male,144,4,5,Human Resources,1
46,Yes,Travel_Rarely,Human Resources,47172,Female,129,3,1,Research Scientist,3
25,No,Travel_Rarely,Software,47173,Male,177,4,5,Developer,1
27,No,Travel_Frequently,Research & Development,47174,Female,37,2,2,Manager,3
43,Yes,Travel_Frequently,Sales,47175,Male,173,1,2,Manager,1
23,No,Travel_Frequently,Hardware,47176,Male,166,2,2,Developer,1
34,Yes,Travel_Frequently,Sales,47177,Male,164,3,1,Manager,2
33,Yes,Non-Travel,Research & Development,47178,Female,134,3,5,Research Scientist,1
31,No,Travel_Rarely,Sales,47179,Male,132,4,5,Healthcare Representative,2
32,No,Non-Travel,Support,47180,Male,172,1,2,Manager,2
22,No,Travel_Frequently,Support,47181,Male,57,1,5,Healthcare Representative,1
51,No,Travel_Frequently,Human Resources,47182,Male,47,4,3,Laboratory Technician,1
25,No,Travel_Rarely,Software,47183,Female,74,4,2,Human Resources,3
30,No,Travel_Rarely,Research & Development,47184,Male,197,4,1,Research Director,2
45,Yes,Travel_Frequently,Hardware,47185,Female,160,4,1,Developer,2
39,Yes,Travel_Frequently,Hardware,47186,Male,81,3,5,Human Resources,4
43,No,Travel_Frequently,Sales,47187,Female,141,1,5,Research Director,4
43,No,Non-Travel,Support,47188,Male,111,2,1,Sales Representative,3
51,Yes,Non-Travel,Hardware,47189,Female,199,1,3,Research Scientist,4
24,No,Travel_Rarely,Support,47190,Female,185,1,2,Manufacturing Director,4
34,No,Travel_Rarely,Human Resources,47191,Female,189,1,5,Manager,3
54,No,Non-Travel,Software,47192,Male,75,4,2,Sales Executive,2
28,Yes,Travel_Rarely,Support,47193,Female,86,3,4,Laboratory Technician,4
