Employee ID,MonthlyIncome,OverTime,PercentSalaryHike,TotalWorkingYears,WorkLifeBalance,YearsInCurrentRole,YearsSinceLastPromotion
38007,8374,No,33,8,1,3,4
38017,28834,No,21,9,4,7,7
38036,38542,Yes,45,21,3,2,2
38037,26023,No,18,19,3,9,3
38042,11935,No,17,22,1,3,6
38043,5716,No,39,24,2,16,14
38044,39622,No,13,36,1,3,4
38046,7022,Yes,36,16,2,11,2
38049,27790,Yes,33,32,3,4,14
38050,14462,No,1,12,1,11,8
38054,39059,Yes,38,17,4,1,5
38057,40415,No,44,9,1,8,6
38067,39309,Yes,14,36,3,7,2
38068,34401,No,1,21,1,5,12
38070,17218,Yes,16,8,4,7,3
38075,5240,Yes,37,16,3,4,3
38085,40628,Yes,49,4,4,2,1
38088,35525,Yes,25,6,3,1,1
38093,17695,Yes,13,32,2,14,20
38098,44303,Yes,39,23,4,4,2
38102,36228,No,39,30,1,1,5
38110,28020,No,27,31,2,2,2
38114,9034,No,14,26,1,19,14
38117,42699,No,45,24,1,5,6
38120,36292,Yes,10,21,3,2,2
38123,10347,Yes,0,29,1,20,5
38125,12493,No,32,21,2,1,1
38131,19979,No,47,39,3,20,30
38136,5143,Yes,43,12,4,4,3
38137,13672,No,19,17,2,3,3
38144,22030,Yes,43,37,1,6,7
38146,31997,No,25,30,2,1,2
38151,42693,No,8,29,2,3,4
38152,17296,Yes,45,23,4,9,5
38154,36210,No,12,10,4,4,2
38165,21022,No,24,29,3,9,13
38167,27996,Yes,2,40,1,7,16
38170,22551,No,31,35,3,6,5
38175,8909,No,33,8,1,5,2
38177,50689,Yes,24,39,3,4,8
38178,36663,Yes,4,29,1,11,12
38179,5673,No,44,3,3,1,2
38180,14637,No,41,35,4,8,4
38182,15343,Yes,47,26,1,4,2
38184,39475,No,14,20,4,2,4
38187,49508,No,46,35,2,7,4
38193,49390,No,11,25,4,6,6
38207,35046,Yes,19,15,3,3,2
38210,46467,Yes,0,2,4,1,1
38214,15524,Yes,19,16,1,9,2
38215,20888,No,3,21,1,3,1
38219,32339,Yes,18,8,4,7,8
38234,42288,No,7,14,2,7,6
38235,50212,Yes,15,33,1,2,3
38238,15278,Yes,25,1,2,1,1
38246,5023,No,26,24,2,1,10
38249,33448,Yes,34,27,3,3,1
38251,46921,No,11,33,1,26,33
38255,32734,Yes,28,39,4,4,2
38261,18962,Yes,16,1,3,1,1
38269,18189,No,18,14,3,9,8
38271,6986,Yes,33,11,4,10,3
38272,30483,Yes,20,32,3,15,7
38275,41865,Yes,25,14,3,6,7
38276,41257,Yes,47,10,2,3,4
38285,6587,Yes,4,14,3,6,4
38288,26054,Yes,35,19,4,3,2
38298,21645,No,12,3,1,1,1
38299,37798,No,34,13,1,2,1
38307,21336,No,11,11,1,3,1
38309,7719,Yes,28,32,3,4,1
38315,40085,Yes,32,14,1,2,1
38316,20973,Yes,8,37,4,1,1
38320,7745,No,38,5,2,1,1
38326,35851,Yes,35,26,3,7,5
38327,41576,Yes,31,37,2,15,31
38328,12385,Yes,18,21,1,7,1
38329,37161,Yes,26,16,1,1,2
38333,10666,No,39,34,3,13,2
38335,36396,No,2,19,4,8,7
38337,41793,Yes,36,32,2,11,14
38344,50795,Yes,47,11,4,4,2
38351,43842,Yes,8,39,4,30,16
38352,6782,No,45,38,4,25,13
38353,36521,No,26,2,2,1,1
38355,22194,No,49,28,4,5,5
38364,38168,No,39,15,1,4,2
38371,9514,Yes,3,19,3,3,2
38376,49707,No,31,7,3,3,3
38383,47634,No,8,3,1,2,2
38386,13055,No,43,13,1,3,1
38395,41290,Yes,28,11,1,2,5
38400,3975,No,15,5,1,1,3
38401,26875,Yes,20,19,3,10,4
38408,16355,No,3,20,2,2,1
38411,22649,Yes,6,40,1,3,7
38412,8308,No,20,31,1,14,4
38413,7238,No,18,9,4,4,5
38422,31834,No,7,26,1,4,5
38425,47606,Yes,24,11,3,1,4
38426,9214,Yes,10,7,3,4,1
38431,20301,Yes,3,34,4,10,10
38432,44229,No,36,17,2,7,2
38443,13671,No,40,5,1,3,3
38446,21437,Yes,34,37,4,22,18
38451,42425,Yes,12,25,4,8,11
38454,7570,Yes,24,32,2,9,12
38458,17587,Yes,27,8,1,1,1
38462,23358,No,44,3,1,1,1
38463,17629,No,5,31,4,4,4
38467,47683,Yes,44,9,1,1,4
38471,30253,No,9,12,3,1,1
38473,17249,No,34,32,4,1,1
38475,31756,Yes,17,19,3,8,13
38477,22481,No,33,3,3,2,2
38478,46144,Yes,6,24,1,7,1
38483,47305,Yes,32,29,3,2,3
38491,43818,Yes,44,26,3,4,11
38496,27557,Yes,7,4,2,2,2
38498,33157,Yes,32,26,2,6,5
38508,5079,No,46,33,4,9,10
38509,37737,No,9,17,1,5,8
38510,41030,Yes,11,4,1,3,2
38511,4917,Yes,22,25,3,2,3
38517,16090,No,5,39,3,21,20
38519,14897,No,5,36,1,11,8
38520,17526,Yes,22,9,3,3,3
38523,19099,Yes,29,11,1,1,2
38530,33415,Yes,4,14,3,7,5
38532,9592,Yes,17,17,3,6,14
38539,17865,No,17,7,4,4,3
38541,14335,No,4,35,4,25,22
38544,27775,No,9,24,1,6,11
38554,35261,Yes,25,6,1,1,3
38558,47463,No,31,30,1,4,8
38559,8320,No,6,31,2,26,27
38564,23828,Yes,37,38,4,5,3
38568,48464,Yes,19,6,4,4,1
38572,15113,Yes,18,13,1,5,2
38578,32599,No,34,29,4,8,11
38586,50128,No,18,14,2,6,6
38591,28745,Yes,29,13,1,4,6
38596,34121,No,37,3,4,2,1
38600,1221,No,15,25,1,15,20
38601,29857,Yes,42,26,2,13,6
38609,12347,No,40,34,2,6,29
38621,15890,No,49,27,3,2,2
38623,22912,Yes,25,15,4,1,1
38630,27138,No,6,3,1,3,3
38634,37973,No,10,3,2,1,1
38638,41106,Yes,47,10,2,1,2
38641,15338,Yes,3,33,1,13,4
38648,30899,No,48,26,2,26,26
38653,6593,No,11,40,1,28,23
38661,33665,No,34,32,1,7,15
38669,27876,Yes,12,10,3,5,4
38670,13446,Yes,26,7,1,2,2
38679,27683,No,20,28,4,2,3
38680,46162,Yes,32,7,2,1,2
38681,45527,Yes,27,14,2,1,1
38690,47733,Yes,20,4,2,1,1
38693,35955,No,48,5,4,1,1
38694,11496,No,4,25,3,8,7
38699,9864,Yes,29,22,1,7,12
38700,8179,Yes,23,6,3,2,4
38701,31488,No,44,19,4,8,4
38704,19164,No,39,21,3,6,14
38705,47722,No,19,21,4,7,2
38709,33198,Yes,7,3,3,1,1
38710,25813,Yes,11,39,4,11,10
38712,33068,No,19,28,3,7,15
38713,42490,No,15,38,4,13,8
38715,5514,No,2,4,2,3,2
38721,27237,Yes,15,40,3,18,13
38730,2161,Yes,0,29,4,3,4
38731,13203,No,12,37,3,10,12
38734,38972,Yes,34,33,4,2,8
38740,31161,Yes,17,10,4,4,4
38745,19739,Yes,6,25,4,1,1
38746,46474,No,15,13,3,2,2
38751,30756,Yes,34,25,3,2,3
38760,48247,No,40,27,1,2,10
38768,49330,Yes,4,13,2,6,2
38771,50857,No,41,16,2,7,5
38785,4799,No,40,39,3,10,16
38789,28835,Yes,4,19,4,7,5
38790,28237,Yes,32,20,2,6,17
38802,3946,Yes,46,19,4,5,1
38806,18524,No,18,28,4,1,2
38807,30437,No,16,40,2,1,16
38816,44344,Yes,22,23,1,7,5
38818,31067,No,24,15,1,8,5
38819,26565,No,29,8,4,3,1
38823,31857,No,28,23,2,11,18
38824,23402,No,23,37,4,2,14
38833,49356,No,38,14,4,6,6
38837,19848,Yes,37,28,4,3,1
38838,22336,No,9,40,2,16,7
38840,15874,Yes,19,7,1,2,2
38846,29714,Yes,47,25,4,12,1
38852,37026,No,7,24,1,1,4
38854,47971,No,45,4,2,2,2
38857,21284,Yes,19,23,3,4,11
38859,15939,No,32,32,4,16,5
38863,22386,Yes,14,14,3,5,4
38865,1455,No,29,16,3,2,1
38867,33185,Yes,33,28,1,12,8
38873,25340,No,46,2,3,1,1
38876,16975,No,41,8,3,2,1
38886,45723,No,21,4,1,2,2
38890,2029,No,8,33,3,6,7
38896,42817,Yes,18,16,3,2,5
38897,43605,Yes,15,40,2,3,1
38902,4949,No,15,19,1,6,3
38903,36684,Yes,40,24,4,2,2
38908,14363,No,33,13,3,2,1
38913,37415,No,18,8,1,2,3
38922,36873,No,44,15,1,5,6
38926,49828,No,33,26,1,10,2
38927,26760,No,5,10,2,1,1
38928,24398,Yes,12,25,4,17,2
38943,1677,No,38,34,1,2,31
38945,32806,Yes,41,2,1,2,2
38950,9182,No,26,14,1,6,2
38957,24880,No,31,11,3,2,2
38972,35981,Yes,43,37,2,2,2
38976,39548,No,36,2,4,1,2
38977,17467,Yes,45,38,4,6,4
38983,32577,No,41,39,2,24,19
38984,17779,Yes,33,15,1,4,3
38985,50103,Yes,39,25,1,3,14
38986,48932,Yes,48,13,2,1,3
38990,23206,Yes,16,15,3,1,4
38991,47980,Yes,10,25,2,2,1
38994,24345,Yes,5,40,4,5,7
38997,2653,No,7,29,2,19,6
38999,8567,Yes,30,4,4,1,1
39002,4426,No,19,7,3,1,1
39005,26218,Yes,18,7,4,5,7
39015,3090,Yes,33,26,1,2,2
39017,14663,Yes,28,9,2,3,1
39019,9525,No,23,17,1,2,12
39023,7875,Yes,5,25,4,3,6
39031,49545,No,5,7,4,1,1
39041,23350,Yes,15,4,3,1,1
39047,43830,Yes,14,20,2,7,4
39049,41539,No,14,2,2,1,1
39061,41486,No,8,3,4,2,3
39064,45605,Yes,14,8,3,2,3
39068,24580,Yes,32,23,3,9,20
39069,18475,Yes,22,33,2,25,12
39073,3947,No,39,23,2,1,15
39078,14178,No,10,2,3,1,1
39080,33497,Yes,25,36,3,12,4
39094,40188,No,14,36,2,1,1
39105,42563,Yes,14,18,4,9,3
39106,13741,Yes,32,39,2,18,27
39107,25850,No,17,2,2,1,1
39112,7543,No,46,36,4,3,14
39119,40956,Yes,15,35,1,10,5
39121,3844,No,45,29,2,3,7
39122,14686,Yes,27,28,2,4,1
39126,17401,No,1,35,2,1,19
39127,14153,Yes,6,40,1,17,19
39133,34218,No,27,14,3,2,3
39138,17893,No,19,27,3,2,2
39146,19991,Yes,22,6,4,1,1
39151,27072,No,33,22,3,8,1
39156,49931,No,31,30,2,7,5
39157,37326,No,30,34,1,1,1
39160,47279,No,43,33,1,9,1
39164,3083,No,4,21,1,2,1
39173,40518,No,33,31,4,10,12
39179,14062,Yes,1,34,2,3,5
39182,27616,No,43,17,1,4,10
39183,37712,Yes,39,10,4,2,3
39187,13711,Yes,2,29,1,9,20
39188,19508,No,8,2,2,1,1
39191,5496,Yes,16,39,3,31,11
39198,30923,No,40,15,3,4,1
39199,21662,Yes,4,7,4,1,1
39200,4811,No,46,1,4,1,1
39210,46966,Yes,34,21,4,12,12
39213,44053,No,6,4,2,1,1
39222,11517,Yes,22,32,4,2,3
39225,50246,Yes,37,18,2,4,1
39226,14979,Yes,44,1,4,1,1
39228,17865,No,10,5,3,2,5
39229,2651,Yes,16,7,1,1,1
39232,42001,No,19,12,1,4,8
39233,20979,No,1,25,1,2,6
39234,23686,Yes,42,7,2,3,5
39237,40031,Yes,49,27,4,1,1
39241,23952,No,43,37,4,2,20
39242,49608,Yes,12,20,2,2,2
39244,26275,Yes,37,11,1,3,5
39245,6075,No,20,39,1,1,1
39246,48846,Yes,2,9,2,2,1
39254,8505,No,10,28,2,19,16
39256,20303,No,2,40,1,11,12
39260,41803,No,3,7,2,1,1
39262,36003,No,41,40,3,12,13
39270,29361,Yes,34,28,3,1,6
39271,39115,No,48,30,4,19,4
39274,42936,Yes,35,12,4,2,4
39277,37250,Yes,35,3,2,1,1
39278,9259,No,16,8,4,2,6
39279,38651,No,45,38,3,13,7
39281,29659,No,43,12,3,1,1
39285,12160,No,2,36,2,2,1
39288,17097,No,41,40,3,12,9
39291,16616,Yes,19,1,3,1,1
39295,24036,Yes,1,4,1,1,1
39296,39513,Yes,39,10,1,2,3
39298,31368,Yes,16,35,2,12,14
39299,26932,Yes,3,17,2,12,14
39302,39820,Yes,39,7,1,1,1
39303,10421,Yes,5,21,2,11,17
39304,39918,Yes,7,10,3,4,4
39305,12458,Yes,30,37,1,24,4
39308,13530,Yes,13,32,3,6,5
39317,9805,No,14,30,2,13,21
39318,16533,Yes,25,6,3,1,1
39319,2781,Yes,20,26,3,17,9
39324,2460,Yes,25,15,2,4,4
39329,31189,No,18,7,3,2,3
39331,9919,No,24,28,3,5,10
39333,20253,No,30,38,4,4,1
39344,5643,Yes,5,29,1,1,3
39346,4625,No,46,40,3,7,2
39349,18400,No,13,17,2,2,1
39351,5404,No,38,35,4,1,1
39352,9989,No,11,27,3,11,19
39362,40858,Yes,37,26,4,15,8
39368,13438,No,8,34,2,11,8
39369,18982,No,26,7,1,7,3
39370,1412,No,13,12,2,2,1
39379,22301,No,45,9,2,1,1
39382,16210,Yes,14,39,1,3,3
39390,16425,No,35,10,3,9,6
39401,40719,Yes,46,26,1,12,9
39402,41859,Yes,3,3,2,1,1
39405,47227,No,4,30,3,4,9
39412,30521,No,43,6,3,2,2
39414,40262,No,45,2,4,1,1
39416,8204,Yes,12,29,1,1,1
39420,14459,No,10,27,1,7,7
39428,49054,Yes,34,22,1,10,8
39439,18195,No,5,5,3,3,3
39444,31055,No,28,25,1,8,12
39446,45039,No,14,36,4,3,4
39453,27728,No,4,14,4,3,8
39457,37291,Yes,48,11,1,1,1
39461,35199,No,2,22,1,1,3
39463,34420,No,3,24,3,15,17
39468,10521,Yes,16,20,3,3,5
39478,28978,Yes,45,18,3,9,1
39480,49240,Yes,33,36,4,18,26
39482,5255,No,16,19,1,5,12
39484,22406,Yes,12,11,3,6,6
39485,35154,Yes,21,6,2,4,5
39489,37772,No,34,4,2,1,1
39490,15256,No,18,16,3,7,3
39507,11474,No,17,21,3,2,6
39509,39682,No,0,14,1,2,2
39512,31911,No,27,24,2,5,6
39514,32049,No,25,25,2,3,4
39517,21889,Yes,12,35,1,3,7
39521,32212,Yes,30,1,4,1,1
39522,15454,Yes,36,5,1,1,1
39526,38961,No,21,31,2,4,17
39527,19672,No,20,10,1,1,1
39545,29727,Yes,15,3,1,3,3
39548,22393,No,20,20,3,8,13
39555,15777,Yes,46,22,3,12,5
39565,3138,Yes,34,4,4,2,2
39567,34511,No,0,1,1,1,1
39571,3595,No,28,4,1,1,1
39573,28905,Yes,33,38,4,25,35
39574,40146,Yes,47,5,1,3,4
39577,14715,No,33,12,4,1,1
39580,2996,No,3,5,4,2,1
39586,7829,Yes,20,6,1,3,4
39599,28025,Yes,18,16,1,6,2
39600,43008,No,16,5,4,2,2
39611,27226,Yes,49,29,3,3,15
39619,25025,Yes,44,19,3,7,7
39620,31677,Yes,27,33,4,1,7
39623,29721,No,27,32,4,19,24
39627,50516,No,23,26,1,8,3
39628,21049,No,15,25,1,1,3
39631,36688,Yes,13,24,4,5,14
39632,4642,No,44,40,4,26,29
39634,23315,No,45,29,1,12,7
39649,43294,No,13,26,1,4,3
39656,44124,Yes,1,21,1,3,4
39657,26775,Yes,38,30,1,26,7
39660,46091,Yes,23,25,4,7,1
39662,14370,No,19,15,1,5,6
39665,8096,No,4,2,4,1,1
39672,4284,Yes,29,33,1,1,1
39678,7880,No,47,36,2,3,3
39684,31842,No,24,11,2,1,6
39691,35160,No,3,5,2,1,1
39697,49966,No,17,32,4,2,4
39705,20023,No,49,11,3,3,3
39717,3176,Yes,30,15,1,1,1
39721,27708,No,32,15,2,10,6
39722,46562,No,20,9,4,3,5
39738,49438,Yes,4,19,3,8,6
39740,49602,Yes,0,15,1,1,2
39752,38199,Yes,40,1,1,1,1
39761,49171,No,46,31,2,9,5
39763,20095,Yes,12,23,2,1,1
39771,42316,No,7,36,1,1,1
39772,29204,Yes,2,27,1,14,3
39779,13738,No,28,2,3,1,1
39788,37302,No,28,39,1,17,8
39803,25116,No,1,9,1,1,5
39804,42754,No,3,23,1,12,9
39806,6321,Yes,0,16,4,3,3
39809,8690,Yes,43,2,1,1,1
39817,19140,No,15,18,4,1,1
39822,21990,Yes,36,3,3,1,2
39825,33582,No,26,15,2,1,1
39826,42298,Yes,40,18,4,14,1
39827,13973,No,15,32,4,7,21
39831,3249,Yes,2,35,1,1,3
39835,2949,No,43,25,1,2,2
39836,26189,No,16,33,3,4,1
39840,39702,Yes,33,39,1,5,1
39845,6207,Yes,37,25,4,8,8
39851,1623,No,47,21,4,2,3
39854,3424,Yes,2,15,4,1,2
39855,15247,Yes,29,19,2,4,6
39860,19039,No,48,15,4,7,10
39864,44729,Yes,44,38,3,11,6
39867,18000,No,49,37,4,3,5
39868,15447,Yes,0,6,2,1,1
39870,18798,No,1,28,1,9,11
39874,31811,Yes,23,11,4,5,2
39876,25206,Yes,37,6,2,5,3
39884,12552,Yes,12,1,2,1,1
39886,37848,No,10,4,3,3,3
39887,13851,No,10,32,2,4,6
39894,13047,Yes,27,26,1,1,1
39898,19270,No,4,14,4,9,4
39903,21080,No,11,15,3,4,1
39905,50419,Yes,12,19,3,2,1
39907,45123,Yes,19,16,2,1,3
39909,43734,No,32,23,2,7,10
39910,34123,No,19,19,4,15,14
39911,42753,Yes,10,29,1,6,5
39916,9177,No,17,2,1,1,1
39920,32121,Yes,39,12,2,2,9
39922,12184,Yes,29,10,2,1,1
39927,1292,Yes,11,2,4,1,1
39936,8927,Yes,22,4,3,2,2
39942,21584,No,10,6,1,1,1
39944,48992,No,3,15,4,7,1
39945,25986,Yes,5,10,1,1,1
39950,9420,Yes,47,30,3,12,11
39954,35861,No,23,1,2,1,1
39957,46520,Yes,43,29,4,13,13
39960,47757,No,33,15,3,12,9
39962,11224,Yes,29,5,1,4,3
39968,6798,Yes,10,38,2,5,3
39970,31268,Yes,33,18,1,1,1
39979,21302,No,40,29,3,1,2
39980,25363,No,37,34,1,8,8
39984,30598,No,37,32,3,6,18
39988,43904,No,29,36,2,9,27
39999,23282,Yes,44,35,1,5,3
40010,25076,Yes,3,20,2,2,2
40011,50910,Yes,0,7,1,1,2
40012,16800,No,23,4,2,3,1
40013,21701,No,1,40,4,8,13
40014,24204,Yes,35,33,1,1,2
40018,49416,Yes,23,8,1,1,1
40027,28109,No,3,23,2,7,2
40032,30360,Yes,40,6,3,3,3
40033,46462,No,28,27,4,14,1
40039,14378,Yes,35,17,1,1,1
40040,6336,No,17,2,4,1,1
40041,8886,Yes,47,27,2,17,22
40051,44447,Yes,6,29,2,15,5
40052,34242,No,30,35,1,23,17
40055,3216,No,40,17,1,14,5
40060,35771,Yes,22,25,1,8,9
40062,9256,No,47,36,1,24,13
40067,14561,Yes,41,29,3,1,2
40080,1379,No,27,6,3,2,4
40091,9250,No,0,13,3,3,2
40094,12534,No,8,25,1,1,1
40098,36868,Yes,41,16,1,1,4
40102,1797,Yes,45,36,4,11,10
40105,42924,Yes,22,16,2,4,2
40112,48206,No,6,2,2,1,1
40116,43184,No,38,1,2,1,1
40118,25659,Yes,25,34,2,21,22
40119,8353,No,18,17,1,10,6
40123,40805,No,43,11,1,8,3
40124,1627,Yes,15,7,2,2,5
40127,42992,No,14,3,2,1,1
40130,45647,No,3,8,3,7,6
40137,2637,No,18,3,1,1,1
40143,10545,No,39,35,4,18,1
40148,50724,No,41,38,4,13,4
40151,9621,No,26,34,2,24,10
40155,39267,No,5,29,3,2,3
40156,10477,No,36,16,3,8,4
40157,30247,No,43,34,1,4,15
40159,39307,Yes,34,2,2,1,1
40161,20825,Yes,37,3,4,1,1
40164,6923,Yes,7,29,3,2,22
40166,34739,No,28,26,2,1,1
40177,34162,No,9,11,4,5,3
40185,24383,Yes,12,1,2,1,1
40190,13750,No,41,36,1,6,2
40191,1553,Yes,44,15,1,1,1
40194,41122,Yes,39,4,2,2,3
40203,34383,Yes,34,38,2,4,4
40211,5224,No,2,23,3,4,13
40212,1634,No,48,4,1,1,1
40216,43545,No,26,1,3,1,1
40218,25231,No,23,19,3,2,4
40219,5662,No,8,20,1,1,4
40225,18627,No,2,34,1,6,5
40232,1480,No,12,35,1,10,1
40233,8803,Yes,44,21,3,8,3
40239,38950,Yes,20,26,1,3,6
40243,16147,No,11,22,4,13,10
40254,41755,Yes,49,29,4,15,12
40255,42584,Yes,5,20,2,5,5
40262,10293,No,20,1,3,1,1
40276,39896,Yes,31,31,2,1,1
40278,34991,Yes,43,28,4,7,6
40279,40402,No,43,35,3,14,5
40282,2780,No,32,4,4,1,3
40288,49708,Yes,41,12,4,4,1
40296,33423,Yes,45,29,1,11,27
40306,43313,Yes,15,26,4,5,19
40307,24259,Yes,18,20,3,11,9
40309,17857,Yes,1,2,3,1,1
40312,42045,No,49,8,4,1,2
40314,8443,No,30,21,1,3,4
40315,11742,No,11,40,2,15,9
40316,1444,No,26,25,3,11,12
40321,15323,Yes,24,8,2,3,2
40322,49993,Yes,13,14,3,1,9
40324,22306,No,37,18,4,1,3
40326,9861,Yes,0,18,4,12,10
40327,22100,No,38,22,2,7,13
40328,29906,Yes,33,35,2,25,14
40330,46064,Yes,40,18,1,5,5
40334,8817,No,37,11,1,5,2
40353,22971,No,40,11,2,2,2
40361,21753,Yes,29,10,4,9,8
40362,18029,Yes,33,3,1,2,1
40370,38679,Yes,42,6,1,2,1
40371,45311,No,22,14,3,2,1
40373,24879,No,25,3,1,1,2
40374,25542,Yes,25,36,4,7,6
40376,20093,No,17,2,3,1,1
40380,10465,Yes,15,7,3,1,1
40381,20694,Yes,26,29,2,4,1
40389,42755,Yes,18,39,1,3,4
40400,25233,Yes,15,3,4,2,2
40402,28055,No,7,34,2,21,20
40408,5645,No,45,31,2,8,8
40410,24237,Yes,25,33,4,6,18
40420,45472,No,14,20,2,1,1
40426,18394,Yes,40,20,3,2,2
40429,9077,No,2,8,3,1,1
40431,50094,Yes,33,33,4,2,3
40434,26477,Yes,6,20,3,6,8
40437,44448,Yes,16,31,4,6,6
40438,7764,Yes,0,6,1,1,1
40439,25784,No,38,25,2,1,1
40450,16091,No,21,34,3,7,1
40461,44219,No,38,36,3,15,14
40462,37653,Yes,3,11,1,3,1
40464,39408,Yes,34,20,2,2,15
40466,7381,No,35,23,4,1,1
40468,3806,No,8,20,2,8,11
40474,43144,No,34,16,2,1,3
40481,5635,No,21,36,2,4,2
40482,47026,Yes,28,37,1,5,2
40485,11795,Yes,44,39,4,1,7
40493,26639,Yes,5,16,2,2,5
40494,32026,Yes,17,20,3,3,1
40495,50000,No,12,18,1,6,2
40498,44206,Yes,44,20,3,9,1
40499,26232,Yes,25,33,2,4,12
40500,37506,No,30,4,2,2,1
40501,14067,No,10,35,1,12,31
40509,22981,Yes,22,10,1,1,3
40513,37757,Yes,20,24,3,9,14
40515,22506,Yes,29,20,1,6,7
40519,8299,No,5,18,4,3,7
40533,23114,Yes,46,32,4,17,2
40544,29212,No,16,5,3,1,1
40545,13837,No,29,16,2,6,3
40546,10250,Yes,2,34,1,4,3
40548,20117,No,28,7,2,1,1
40549,43560,Yes,22,35,3,14,8
40554,1105,Yes,44,3,3,1,1
40555,49578,Yes,48,16,2,1,3
40559,35501,No,24,38,2,10,2
40564,26672,No,36,12,2,6,2
40566,28409,No,2,14,2,2,2
40572,39773,No,15,23,3,6,5
40579,41470,No,15,18,3,17,13
40583,11348,Yes,14,22,1,18,19
40585,41272,No,23,10,1,1,1
40587,30383,Yes,6,33,2,2,2
40588,31007,Yes,1,39,4,7,11
40598,48664,Yes,25,11,1,4,3
40601,25149,No,16,38,2,1,1
40605,28535,Yes,18,7,1,4,3
40611,41352,Yes,5,25,1,14,11
40614,44044,No,35,12,1,2,1
40615,47901,No,6,39,4,19,34
40616,32345,Yes,38,39,4,1,1
40626,19458,No,44,15,3,11,4
40627,8911,No,21,38,1,5,5
40632,10510,No,25,37,2,18,21
40633,36126,No,39,17,4,4,7
40636,41958,Yes,1,4,3,1,1
40637,44213,No,3,31,1,21,8
40640,5784,No,0,22,2,12,1
40645,13564,No,26,17,4,7,8
40647,14056,Yes,45,31,3,5,5
40650,23155,Yes,21,12,4,1,5
40659,18137,Yes,42,11,1,2,2
40671,34356,Yes,27,3,4,1,1
40677,41611,Yes,25,23,4,1,1
40678,35189,Yes,33,19,2,11,7
40680,2471,Yes,15,11,1,5,1
40685,26493,No,34,14,2,1,2
40687,13292,No,48,22,1,1,4
40692,48315,No,6,38,4,22,9
40695,29827,Yes,13,40,3,10,9
40697,22374,No,43,3,4,1,1
40699,29543,Yes,49,28,4,4,4
40707,8842,No,20,37,2,19,18
40710,10052,Yes,4,3,4,1,1
40713,30540,No,40,18,4,1,1
40720,27457,No,0,24,2,14,8
40721,11864,No,18,27,2,17,10
40729,7020,Yes,33,18,4,7,8
40732,42031,Yes,19,18,2,7,14
40735,1730,Yes,21,35,3,14,9
40737,5924,No,17,28,4,3,9
40738,48264,No,38,31,2,8,26
40743,12007,No,22,38,3,1,4
40749,50500,No,9,12,1,2,2
40754,14438,Yes,42,31,2,9,9
40756,5792,Yes,45,35,1,17,26
40760,12652,Yes,41,27,2,8,2
40763,31704,No,48,31,1,11,27
40766,33953,No,36,29,3,4,2
40767,39781,Yes,21,17,2,4,3
40772,2853,Yes,47,28,1,1,2
40773,5511,Yes,34,9,3,3,3
40775,18445,No,24,29,4,18,2
40776,24280,Yes,0,3,4,1,1
40781,19358,Yes,27,8,4,4,1
40782,22218,Yes,2,14,2,7,7
40785,24351,No,23,16,4,4,4
40786,9234,No,47,27,2,7,7
40787,24889,No,38,7,3,6,2
40790,46672,Yes,8,7,4,4,6
40792,17295,Yes,15,25,1,4,6
40798,34277,No,7,32,4,8,14
40802,18715,Yes,47,39,3,10,6
40804,30151,No,25,6,3,2,1
40807,40423,Yes,35,24,4,2,1
40809,44006,Yes,8,31,2,11,11
40812,20893,No,37,10,4,1,4
40816,49812,Yes,18,23,3,2,4
40818,44325,No,15,6,4,2,3
40821,25394,No,5,29,3,14,11
40822,44503,No,15,24,2,13,20
40828,50759,No,39,19,2,2,5
40831,10549,Yes,40,22,3,2,13
40832,7746,Yes,22,40,2,3,2
40835,15472,No,6,31,4,5,5
40836,19131,Yes,49,21,4,3,4
40849,22043,Yes,29,30,3,1,1
40854,4309,Yes,41,15,4,3,2
40858,33588,Yes,24,40,3,9,18
40863,27640,No,43,32,1,21,29
40867,28732,No,29,21,3,5,4
40869,37491,Yes,8,6,3,2,2
40870,14777,Yes,24,10,3,5,2
40871,49747,Yes,2,1,1,1,1
40873,44255,No,46,29,1,4,6
40878,13406,Yes,48,30,3,8,7
40880,32176,Yes,10,28,2,13,8
40884,1555,Yes,19,27,1,13,26
40885,32805,Yes,11,40,2,16,13
40887,12083,No,11,20,4,15,6
40888,36083,Yes,31,39,1,1,18
40889,32973,Yes,5,21,4,2,6
40892,46108,No,21,40,2,20,7
40896,49253,No,5,34,2,3,3
40901,35154,Yes,46,16,4,5,5
40904,37091,Yes,30,32,3,13,10
40908,5127,Yes,48,9,3,1,2
40912,6408,No,9,26,1,14,11
40913,42440,No,24,19,4,1,1
40915,8398,No,0,9,3,2,7
40918,3596,Yes,48,38,1,2,7
40927,11177,Yes,46,16,4,1,3
40935,27479,Yes,10,39,1,7,21
40940,38080,Yes,46,9,1,2,5
40942,25090,No,34,38,2,1,2
40944,33925,No,23,19,1,1,1
40945,47872,No,35,33,3,11,5
40948,14843,No,29,3,3,1,1
40949,2766,No,33,38,2,4,3
40950,39952,Yes,26,27,2,12,15
40951,28401,No,44,31,1,1,9
40952,12032,Yes,29,13,2,2,3
40954,20462,Yes,27,24,4,4,2
40960,32019,Yes,30,33,2,19,1
40961,10822,Yes,39,26,4,6,12
40963,11359,Yes,21,3,4,1,1
40964,10622,Yes,27,28,2,2,2
40969,25287,Yes,36,2,1,1,1
40970,43849,No,34,32,3,23,5
40975,11251,Yes,23,6,1,2,2
